,Label,System,X,Y,Name,NameText,ActiveWorld,Description,ButtonLabel,Map,ExitMap,Scale,PlanetRotation,RingColor,OrbitRing,SystemLevelType,PlanetLevelType,Event,EventCondition,EventFunction,EventParameter,EventTransition,EventTransitionParameter,EventMessage,VisibleConditional,VisibleFunction,VisibleParameter,UsableConditional,UsableFunction,UsableParameter,UsablePlanetConditional,UsablePlanetFunction,UsablePlanetParameter,ImageIndex,Shader,Horizon_Atmosphere_Intensity,Horizon_Atmosphere_Falloff,Bump_Amount,Atmosphere_Min,Atmosphere_Tile_U,Atmosphere_Tile_V,Atmosphere_Pan_Multiplier,Emissive_Twinkle_Multiplier,Normal_Map_Tile,City_Emissive_Tile,ContinentMask01,ContinentMask02,Continent_Texture,Ocean_Texture,AtmosphereMaster,City_Emissive,Normal_Map,Atmosphere_ColorR,Atmosphere_ColorG,Atmosphere_ColorB,Atmosphere_ColorA,Atmosphere_MixerR,Atmosphere_MixerG,Atmosphere_MixerB,Atmosphere_MixerA,Beach_ColorR,Beach_ColorG,Beach_ColorB,Beach_ColorA,City_Emissive_ColorR,City_Emissive_ColorG,City_Emissive_ColorB,City_Emissive_ColorA,City_Emissive_MixerR,City_Emissive_MixerG,City_Emissive_MixerB,City_Emissive_MixerA,Continent_ColorR,Continent_ColorG,Continent_ColorB,Continent_ColorA,Continent_Color_AltR,Continent_Color_AltG,Continent_Color_AltB,Continent_Color_AltA,Continent_Mask_MixerR,Continent_Mask_MixerG,Continent_Mask_MixerB,Continent_Mask_MixerA,Continent_Mask_Mixer02R,Continent_Mask_Mixer02G,Continent_Mask_Mixer02B,Continent_Mask_Mixer02A,Continent_Texture_MixerR,Continent_Texture_MixerG,Continent_Texture_MixerB,Continent_Texture_MixerA,Horizon_Atmosphere_ColorR,Horizon_Atmosphere_ColorG,Horizon_Atmosphere_ColorB,Horizon_Atmosphere_ColorA,Landmass_MixerR,Landmass_MixerG,Landmass_MixerB,Landmass_MixerA,Ocean_ColorR,Ocean_ColorG,Ocean_ColorB,Ocean_ColorA,Ocean_Color_AltR,Ocean_Color_AltG,Ocean_Color_AltB,Ocean_Color_AltA,Ocean_Texture_MixerR,Ocean_Texture_MixerG,Ocean_Texture_MixerB,Ocean_Texture_MixerA,Silt_ColorR,Silt_ColorG,Silt_ColorB,Silt_ColorA,SunColor0,SunColor1,SunColor2,Brightness0,Brightness1,Brightness2,Fringe_Bloom,Opacity,Corona_ColorR,Corona_ColorG,Corona_ColorB,Corona_ColorA
99,Planet01,24,0.41,0.33,165690,Nepheron,130301,165691,136217,62,0,4.5,0,-1,1,0,1,Land,0,0,1,0,0,,0,7201,1,0,7201,1,0,7201,1,46,GXM_Planet_187,10,2,0,0,1,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,1,0,0.3,0,1,0,0.001687,0.005028,0.035614,0,0,0,0,1,1,0,0,1,0.078057,0.170138,0.263175,0,0.041452,0.086901,0.139022,0,0.774227,0.166872,0.436813,0,0,0.084642,0.729919,0,0.9743,0.9743,0.9743,0,0.201096,0.133209,0.028991,0,0.325037,0.325037,0.325037,1,0.075926,0.001202,0,0,1,0.288816,0.022013,0,1,1,1,0,0.009021,0.049433,0.061907,0,16115367,16446163,16744512,30,0.5,0,0,0.05,0.288816,0.325037,0.529523,0
100,Planet02,24,0.57,0.43,165936,Clojiia,130302,165937,,-1,0,4.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_053,2,3,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,20,20,20,0,1,1,1,0,0.186989,0.013473,0.013473,0,0,0,0,1,1,0,0,1,1,0.722673,0.12753,0,0.859174,0.585973,0.275833,0,8,1.2,0.058187,0,0.12753,0.329729,0.409826,0,0.9743,0.9743,0.9743,0,0.186989,0.121986,0.124741,0,2,0.016988,0.023104,1,0.625345,0.645555,0.74453,0,1,0.481952,0.001433,0,1,1,1,0,0.024223,0.038473,0.121986,0,5808316,8282162,7434916,20,10,30,0,5,0.899385,0.373615,0.098689,0
101,Planet03,24,0.66,0.25,165988,Ontaheter,130303,165989,138062,-1,0,4.2,0,-1,1,0,1,Ontaheter,0,0,1,0,0,,1,974,1,1,974,1,1,1437,1,-1,GXM_Planet_111,4,1,0.55,0,1,1,1,0.03,0,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.729919,0.891262,0.306635,0,0,0,0,0,0.037029,0.032876,0.016988,0,0,0,0,1,1,0,0,1,0.851252,0.796917,0.737205,0,0.075926,0.065754,0,0,10,2,0.8,0,0,0.2,0,0,0.579547,0.579547,0.579547,0,0.027755,0.632043,0.694081,0,9,0.6,5,1,0.000638,0.002263,0.166872,0,0.344026,1,0.694081,0,1,1,1,0,0.031551,0.031551,0.031551,0,8080017,11009788,16744512,100,5,0,0,3,0.288816,0.325037,0.529523,0
102,Planet04,24,0.08,0.63,165940,Gromar,130304,165941,138062,-1,0,4.5,0,-1,1,0,1,Gromar,0,0,1,0,0,,1,974,1,1,974,1,1,1439,1,-1,GXM_Planet_047,2,1,0.5,0,1,1,1.2,0.03,2,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,1,2,0,1,0,0,0,0.263175,0.320382,0.212044,0,0,0,0,1,1,0,0,1,0.560499,0.722673,0.774227,0,0.041452,0.093876,0.180144,0,0.529523,0.819964,1,0,0,0.023104,0.193972,0,0,0.22331,0.625345,0,0.9743,0.464741,0.415148,0,0.4,0.1,0.3,1,0.000992,0.004116,0.010398,0,0.000805,0.001687,0.001687,0,0,0,0,0,0.103634,0.288816,0.242796,0,15649894,8052911,15649894,60,5,100,5,1,0.7593,1,0.9743,0
103,Planet05,24,0.6,0.68,135761,Asteroid Belt,130305,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
104,Planet06,24,0.71,0.82,135761,Asteroid Belt,130306,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
105,Planet01,25,0.38,0.55,165702,Sharjila,140101,165703,136217,90,0,4.4,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,58,GXM_Planet_133,3,1,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,3,2.5,1,0,0,3,1,0,0.190463,0.124741,0.007155,0,0,0,0,1,1,0,0,1,0.170138,0.212044,0.086901,0,1,1,1,0,1,0,1,0,0.2,0,0,0,1,1,0.982826,0,0.348865,0.334458,0.293216,0,0.5,0.55,0.8,1,0.001687,0.176774,0.176774,0,0.9743,0.9743,0.9743,0,1,1,1,0,0.144972,0.047776,0.001433,0,16744448,15453266,16744512,200,1.5,0,0,3,0.47044,0.436813,0.113921,0
106,Planet02,25,0.37,0.35,165978,Porolan,140102,165979,138062,-1,0,4.7,0,-1,1,0,1,Neared,0,0,1,0,0,,1,974,1,1,974,1,1,1440,1,-1,GXM_Planet_020,2,3,0.7,0.05,1,1,1.1,0.03,2,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,2,3,0,0,0,2,0,0.263175,0.186989,0.060032,0,0,0,0,1,1,0,0,1,0.047776,0.026549,0.012664,0,0.415148,0.275833,0.176774,0,0.3,0.3,0.3,0,0.7,0.12,0.6,0,0.004116,0.004116,0.004116,0,0.804559,0.708298,0.425905,0,0.3,0.3,0.7,1,0.067725,0.047776,0.089194,0,0.585973,0.965815,0.7593,0,0.180144,1,1,0,0.091518,0.044553,0.014311,0,14217470,16376006,14217470,2,0.5,5,0,3,0.160444,0.383775,0.320382,0
107,Planet03,25,0.77,0.45,165980,Patavig,140103,165981,,-1,0,4.7,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_174,40,1,0,0,1,1,1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal01,1,1,1,0,0,0,0,0,0.010398,0.000992,0.000992,0,1,0.612066,0.25084,0,1,1,1,0,0.91575,0.91575,0.95737,0,0.028991,0.751895,1,0,0.7,0.1,1,0,0,0.3,0,0,0.948965,0.948965,0.948965,0,0.027755,0.071761,0.101145,0,0.3,0.5,0,1,0.001433,0.003303,0.019918,0,0.378676,1,0.91575,0,0.409826,1,1,0,0.028991,0,0,0,7390192,11985144,5272203,200,0.2,100,0,2,0.080219,0.173439,0.267358,0
108,Planet04,25,0.77,0.81,165982,Fargeluse,140104,165983,138062,-1,0,5.3,0,-1,1,0,1,Fargeluse,0,0,1,0,0,,1,974,1,1,974,1,1,1441,1,-1,GXM_Planet_017,4,3,0,0,1,0.1,1.01,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,2,0.2,0,1,2,0,0,0.080219,0.093876,0.031551,0,0,0,0,1,1,0,0,1,0.867136,0.88318,0.781751,0,0.101145,0.119264,0.130352,0,0.358654,0.358654,0.358654,0,0.280124,0.280124,0.280124,0,0.001433,0,0.001433,0,0.2,0.2,0.2,0,0.311181,0.315763,0.12753,1,0.038473,0.041452,0.026549,0,0,0,0,0,0,0,0,0,0.022013,0.052842,0.003697,0,11393717,7574504,11393717,1,1,30,0.5,1,0.766744,0.487765,0.68002,0
109,Planet05,25,0.69,0.24,135761,Asteroid Belt,140105,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
110,Planet06,25,0.66,0.21,168113,Metallic Asteroid,140106,168114,138062,-1,0,1,0,-1,0,1,2,MacedonAsteroid,0,0,1,0,0,,1,975,1,1,974,1,1,1507,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
111,Planet02,26,0.66,0.37,165901,Proteus,140202,165488,138062,-1,0,4.3,0,-1,1,0,1,Hunnato,0,0,1,0,0,,1,974,1,1,974,1,1,1442,1,-1,GXM_Planet_040,40,1,0,0.05,1,1,0.95,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,5,0,0.5,0,1,0,0.010398,0.000992,0.000992,0,1,0.612066,0.25084,0,1,1,1,0,0.91575,0.91575,0.95737,0,0.028991,0.751895,1,0,0.7,0.1,1,0,0,0.3,0,0,0.948965,0.948965,0.948965,0,0.027755,0.071761,0.101145,0,0.3,0.5,0,1,0.001202,0.003303,0.019918,0,0.378676,1,0.91575,0,0.409826,1,1,0,0.028991,0,0,0,7390192,5091822,9652345,10,5,200,0,5,0.121986,0.442323,1,0
112,Planet03,26,0.37,0.47,165899,Salamis,140203,165900,,-1,0,4.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_048,2,5,0,0,1,1,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,2,0,0,1.2,0,0,0.573159,0.166872,0.013473,0,0,0,0,0,1,0,0,1,0.073828,0.016068,0.000805,0,0,0,0,0,0.026549,0.026549,0.026549,0,0.012664,0.012664,0.012664,0,0,0,0,0,0.20836,0.139022,0.061907,0,0.02,0.015,0,0,0.573159,0.163641,0.012664,0,0.982826,0.729919,0,0,0.9743,0.9743,0.9743,0,0.573159,0.163641,0.012664,0,15169298,13669901,15391099,1,1,30,0,2,0.74453,0.383775,0.180144,0
113,Planet04,26,0.22,0.3,165902,Nausicaa,140204,165903,,-1,0,5.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_049,5,2,0,0,1,0.3,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.991393,0.991393,0.991393,0,2,2,0,0,0.186989,0.082414,0.197516,0,0,0,0,0,1,0,0,1,0.046149,0.014311,0.035614,0,0.729919,0.715466,0.729919,0,0.751895,0.751895,0.751895,0,0.729919,0.121986,0.659224,0,0.004116,0.004116,0.004116,0,0.827726,0.812242,0.63878,0,0,0,0,1,0.067725,0.047776,0.089194,0,0.708298,0.302126,0.183549,0,0,2,2,0,0.065754,0.026549,0.063815,0,11393717,3487029,11393717,1,1,30,0.5,1,0.766744,0.487765,0.68002,0
114,Planet05,26,0.54,0.1,165904,Circe,140205,165905,138062,-1,0,5.1,0,-1,1,0,1,Ontaned,0,0,1,0,0,,1,974,1,1,974,1,1,1443,1,-1,GXM_Planet_042,8,8,0,0.5,1,0.2,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,0.982826,0.38891,0,2,1,2,0,0.011881,0.011881,0.024223,0,0,0,0,1,1,0,0,1,0.68002,0.436813,0.14198,0,0.982826,0.940601,0.505433,0,0.592438,0.592438,0.592438,0,0.173439,0.585973,0.180144,0,0.982826,0.991393,1,0,0.056374,0.054592,0.014311,0,0.344026,0.344026,0.344026,1,0.982826,1,0.306635,0,1,0.812242,0.517401,0,0.965815,0.965815,0.965815,0,0.098689,0.052842,0,0,14059911,-663150,14059911,0.2,1,5,0,2,0.851252,0.47044,0.147998,0
115,Planet06,26,0.14,0.8,165906,Pharos,140206,165907,138062,-1,0,4.6,0,-1,1,0,1,Poquogon,0,0,1,0,0,,1,974,1,1,974,1,1,1444,1,-1,GXM_Planet_050,2,5,0.5,0,0.5,1,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,2,2,2,0,0.2,2,0.5,0,0.093876,0.339223,0.378676,0,0,0,0,0,1,0,0,1,0.000805,0.03423,0.056374,0,0,0,0,0,0.026549,0.026549,0.026549,0,0.012664,0.012664,0.012664,0,0,0,0,0,0.20836,0.139022,0.061907,0,0.02,0.015,0,0,0.060032,0.212044,0.238828,0,0.000805,0.173439,0.38891,0,0.9743,0.9743,0.9743,0,0.093876,0.334458,0.373615,0,9887217,1061201525,12123899,20,2,30,1,0.5,0.505433,0.541798,0.74453,0
116,Planet07,26,0.77,0.46,135761,Asteroid Belt,140207,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
117,Planet01,27,0.31,0.57,165669,Edolus,140301,165670,136217,25,0,4.4,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,0,4539,0,28,GXM_Planet_120,1,5,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,1,0,0,0.05,1,0,0.024223,0.013473,0.005028,0,0,0,0,0,1,0,0,1,0.65237,0.43134,0.007751,0,0.288816,0.000107,0.001963,0,33,0.3,0.2,0,8,5,0.06,0,1,1,1,0,0.91575,0.796917,0.394083,0,33,0.2,0.2,1,0.03423,0.111299,0.080219,0,0.339223,0.476177,0.404541,0,0,2,2,0,0.082414,0.197516,0.063815,0,16115367,16115367,16115367,20,1,30,5,3,0.399293,0.190463,0.003303,0
118,Planet02,27,0.59,0.41,165853,Tremanre,140302,165854,,-1,0,3.9,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_037,4,0.7,0,0.6,1,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.899385,0.737205,0.358654,0,2,3,2,0,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.899385,0.737205,0.358654,0,0.02,0.04,0.02,1,1,1,1,0,0,1,1,0,1,0,0,0,0.907547,0.7593,0.38891,0,0.2,0.7,0.1,1,0.899385,0.737205,0.358654,0,0.026549,0.61907,0.071761,1,0.899385,0.737205,0.358654,0,0.899385,0.737205,0.358654,0,9887217,1071886159,9887217,25,1,50,0,1,0.907547,0.708298,0.334458,0
119,Planet03,27,0.74,0.65,165855,Altaaya,140303,165856,,-1,0,4.8,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_032,3,1,2,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,1,1,0,0.2,0.2,0.2,0,0.22331,0.254916,0.348865,0,0,0,0,1,1,0,0,1,0.306635,0.827726,0.74453,0,0.176774,0.054592,0.016068,0,0.875138,0.875138,0.875138,0,0.180144,0.271577,0.334458,0,0,0,0,0,0.84337,0.63878,0.45908,0,0.618686,0.605484,0.56681,1,0.280124,0.476177,0.605484,0,1,0.383775,0.019918,0,1,1,1,0,0.004116,0.093876,0.151058,0,14059911,7625359,14059911,20,3,50,0,1,0.080219,0.173439,0.267358,0
120,Planet04,27,0.14,0.55,165857,Ontamalca,140304,165858,138062,-1,0,5.7,0,-1,1,0,1,Ontamalca,0,0,1,0,0,,1,974,1,1,974,1,1,1445,1,-1,GXM_Planet_024,2,3,0,0.5,1,0.3,1.07,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,1,1,0,1,1,1,0,0.020951,0.046149,0.073828,0,0,0,0,1,1,0,0,1,0.003697,0.016068,0.020951,0,0.201096,0.70117,0.827726,0,0,0,0,0,0,0.023104,0.193972,0,1,1,1,0,0.425905,0.242796,0.022013,0,0.006585,0.006585,0.006585,1,0.499505,0.476177,0.348865,0,0.023104,0.023104,0.163641,0,0.708298,0.708298,0.708298,0,0.005522,0.014311,0.014311,0,11393717,684966,14807465,1,5,10,0,3,0.238828,0.659224,0.383775,0
121,Planet05,27,0.25,0.06,165859,Alsages,140305,165860,138062,-1,0,4.4,0,-1,1,0,1,Alsages,0,0,1,0,0,,1,974,1,1,974,1,1,1446,1,-1,GXM_Planet_015,2,1,0.25,0,1,1,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,0.766744,0.851252,0.95737,0,0.3,0,0,0,0.263175,0.320382,0.212044,0,0,0,0,1,1,0,0,1,0.560499,0.722673,0.774227,0,0.041452,0.093876,0.180144,0,0.529523,0.819964,1,0,0,0.023104,0.193972,0,0,0.22331,0.625345,0,0.9743,0.464741,0.415148,0,0.4,0.1,0.3,1,0.000992,0.004116,0.010398,0,0.000805,0.001687,0.001687,0,0,0,0,0,0.103634,0.288816,0.242796,0,11393717,7574504,14858454,1,10,30,0.5,1,0.766744,0.487765,0.68002,0
122,Planet06,27,0.62,0.37,135761,Asteroid Belt,140306,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
